date, time, head, tempHJ1, tempHJ2, tempCJ1, tempCJ2, latitude, longitude, m/s
2024-7-29,12:29:15,229.34,20.69,11.94,18.75,19.00,43.77199554,-70.10919189,0.000
2024-7-29,12:29:28,229.34,20.56,12.31,18.50,19.00,43.77198791,-70.10918426,0.000
2024-7-29,12:29:41,229.34,20.75,12.94,18.75,19.00,43.77197265,-70.10918426,0.000
2024-7-29,12:29:54,229.34,20.56,10.69,18.75,19.00,43.77196121,-70.10917663,0.000
2024-7-29,12:30:07,229.34,20.81,12.94,18.75,19.00,43.77195358,-70.10917663,0.000
2024-7-29,12:30:20,229.34,20.81,13.19,18.75,19.00,43.77194595,-70.10917663,0.000
2024-7-29,12:30:33,229.34,20.69,12.44,18.75,19.00,43.77194213,-70.10916900,0.000
2024-7-29,12:30:46,229.34,20.62,11.63,18.75,19.00,43.77193832,-70.10916900,0.000
2024-7-29,12:31:00,229.34,20.75,13.19,18.50,19.00,43.77193450,-70.10916900,0.000
2024-7-29,12:31:13,229.34,20.75,12.69,18.75,19.00,43.77191925,-70.10916137,0.000
2024-7-29,12:31:26,229.34,20.75,10.63,18.75,19.00,43.77187347,-70.10915374,0.000
2024-7-29,12:31:39,229.34,20.81,13.13,18.75,19.00,43.77186584,-70.10914611,0.000
2024-7-29,12:31:52,229.34,20.81,12.81,18.75,19.00,43.77185058,-70.10913848,0.000
2024-7-29,12:32:05,223.98,20.62,12.94,18.75,19.00,43.77183532,-70.10914611,0.000
2024-7-29,12:32:18,223.98,20.75,12.56,18.75,19.00,43.77182769,-70.10913848,0.000
2024-7-29,12:32:32,223.98,20.75,12.94,18.75,19.00,43.77182388,-70.10913848,0.000
2024-7-29,12:32:45,223.98,20.50,12.75,18.50,19.00,43.77181625,-70.10913085,0.000
2024-7-29,12:32:58,223.98,20.62,11.69,18.75,19.00,43.77181243,-70.10913085,0.000
2024-7-29,12:33:11,223.98,20.37,10.69,18.50,18.75,43.77181243,-70.10913085,0.000
2024-7-29,12:33:24,223.98,20.56,11.06,18.75,19.00,43.77180099,-70.10913085,0.000
2024-7-29,12:33:37,223.98,20.75,13.13,18.75,19.00,43.77176284,-70.10912322,0.000
2024-7-29,12:33:50,223.98,20.37,11.13,18.75,18.75,43.77174377,-70.10911560,0.761
2024-7-29,12:34:03,223.98,20.62,11.25,18.75,19.00,43.77172851,-70.10910797,0.000
2024-7-29,12:34:17,223.98,20.81,12.94,18.75,19.00,43.77171707,-70.10910797,0.000
2024-7-29,12:34:30,223.98,20.75,11.69,18.50,19.00,43.77171325,-70.10910797,0.000
2024-7-29,12:34:43,223.98,20.69,10.88,18.50,19.00,43.77170562,-70.10910797,0.000
2024-7-29,12:34:56,223.98,20.56,10.63,18.75,19.00,43.77167892,-70.10910034,0.540
2024-7-29,12:35:09,223.98,20.69,10.50,18.75,19.00,43.77167129,-70.10910034,0.540
2024-7-29,12:35:22,223.98,20.87,12.63,18.75,19.00,43.77166748,-70.10910034,0.000
2024-7-29,12:35:35,223.98,20.56,11.19,18.75,18.75,43.77166366,-70.10910034,0.000
2024-7-29,12:35:48,261.79,20.87,12.63,18.50,19.00,43.77164459,-70.10910797,0.000
2024-7-29,12:36:02,261.79,20.62,11.38,18.50,19.00,43.77163314,-70.10910034,0.000
2024-7-29,12:36:15,261.79,20.56,11.50,18.50,19.00,43.77162170,-70.10910797,0.000
2024-7-29,12:36:28,240.72,20.87,12.44,18.50,19.00,43.77159881,-70.10910797,0.000
2024-7-29,12:36:41,240.72,20.94,12.81,18.75,19.00,43.77159118,-70.10910034,0.000
2024-7-29,12:36:54,240.72,20.69,10.50,18.75,19.00,43.77157974,-70.10910797,0.000
2024-7-29,12:37:07,240.72,20.75,12.50,18.75,19.00,43.77157211,-70.10910034,0.000
2024-7-29,12:37:20,240.72,20.87,12.38,18.50,19.00,43.77156066,-70.10910034,0.000
2024-7-29,12:37:34,240.72,20.56,11.50,18.50,19.00,43.77155685,-70.10910034,0.000
2024-7-29,12:37:47,240.72,20.75,11.38,18.50,19.00,43.77155303,-70.10910034,0.000
2024-7-29,12:38:00,265.66,20.69,12.00,18.50,19.00,43.77153778,-70.10910797,0.000
2024-7-29,12:38:13,265.66,20.81,10.50,18.75,19.00,43.77153396,-70.10910034,0.000
2024-7-29,12:38:26,265.66,20.69,10.75,18.50,19.00,43.77152633,-70.10910034,0.000
2024-7-29,12:38:39,265.66,20.56,12.00,18.75,19.00,43.77151489,-70.10910034,0.000
2024-7-29,12:38:52,253.41,20.69,12.13,18.75,19.00,43.77149581,-70.10910034,0.000
2024-7-29,12:39:05,253.41,20.75,10.56,18.75,19.00,43.77148437,-70.10910034,0.000
2024-7-29,12:39:19,251.29,20.44,10.75,18.50,19.00,43.77146911,-70.10910797,0.221
2024-7-29,12:39:32,251.29,20.56,11.69,18.50,19.00,43.77145767,-70.10910034,0.000
2024-7-29,12:39:45,233.98,20.81,12.81,18.75,19.00,43.77143859,-70.10911560,0.000
2024-7-29,12:39:58,233.98,20.75,12.56,18.75,19.00,43.77142715,-70.10910034,0.000
2024-7-29,12:40:11,233.98,19.19,15.63,18.75,18.75,43.77141189,-70.10909271,0.000
2024-7-29,12:40:24,226.85,18.75,18.75,18.75,19.00,43.77140808,-70.10910034,0.000
2024-7-29,12:40:37,273.10,18.94,19.00,18.75,19.00,43.77142715,-70.10921478,0.638
2024-7-29,12:40:50,196.57,19.31,19.31,18.50,19.00,43.77135467,-70.10933685,1.240
2024-7-29,12:41:04,166.36,19.37,19.56,18.75,19.00,43.77115249,-70.10929870,1.981
2024-7-29,12:41:17,201.49,19.37,19.50,18.50,18.75,43.77096557,-70.10932159,1.312
2024-7-29,12:41:30,213.20,19.56,19.81,18.50,19.00,43.77090835,-70.10939025,0.000
2024-7-29,12:41:43,213.20,19.87,19.81,18.50,19.00,43.77090454,-70.10939025,0.000
2024-7-29,12:41:56,213.20,20.25,19.62,18.50,18.75,43.77090072,-70.10939788,0.000
2024-7-29,12:42:09,213.20,20.50,19.81,18.75,19.00,43.77085494,-70.10942840,0.448
2024-7-29,12:42:22,213.20,20.75,19.75,18.75,19.00,43.77077484,-70.10955047,0.782
2024-7-29,12:42:36,292.87,20.94,19.87,18.50,19.00,43.77078628,-70.10975646,1.209
2024-7-29,12:42:49,319.11,21.06,20.06,18.75,19.00,43.77088546,-70.10990905,1.204
2024-7-29,12:43:02,339.17,21.12,20.25,18.75,19.00,43.77102279,-70.11001586,1.538
2024-7-29,12:43:15,336.37,21.12,20.31,18.75,19.00,43.77120971,-70.11011505,1.857
2024-7-29,12:43:28,336.37,21.19,20.44,18.75,19.00,43.77172470,-70.11023712,1.857
2024-7-29,12:43:41,335.56,21.19,20.44,18.75,19.00,43.77251434,-70.11069488,7.665
2024-7-29,12:43:54,340.20,20.87,20.37,18.75,19.00,43.77337646,-70.11121368,8.056
2024-7-29,12:44:07,328.58,20.50,20.37,18.50,19.00,43.77424240,-70.11183929,8.951
2024-7-29,12:44:21,320.75,20.37,20.37,18.75,19.00,43.77513122,-70.11284637,9.167
2024-7-29,12:44:34,325.82,20.37,20.44,18.75,19.00,43.77602005,-70.11373138,9.306
2024-7-29,12:44:47,325.40,20.37,20.44,18.75,19.00,43.77696609,-70.11463928,11.380
2024-7-29,12:45:00,320.51,20.37,20.37,18.75,19.00,43.77847290,-70.11620330,15.937
2024-7-29,12:45:13,322.87,20.37,20.37,18.75,19.00,43.77981185,-70.11771392,13.731
2024-7-29,12:45:26,323.97,20.37,20.31,18.75,19.00,43.78107070,-70.11903381,13.432
2024-7-29,12:45:39,330.20,20.37,20.31,19.00,19.00,43.78239822,-70.12017822,13.370
2024-7-29,12:45:52,323.85,20.37,20.31,19.00,19.00,43.78374481,-70.12126922,13.406
2024-7-29,12:46:06,308.22,20.37,20.50,18.75,19.25,43.78498077,-70.12283325,13.345
2024-7-29,12:46:19,277.42,20.37,20.31,18.75,19.00,43.78544998,-70.12488555,13.700
2024-7-29,12:46:32,281.78,20.37,20.31,19.00,19.00,43.78567123,-70.12709045,13.725
2024-7-29,12:46:45,281.78,20.37,20.31,18.75,19.00,43.78614807,-70.12921142,13.725
2024-7-29,12:46:58,291.73,20.37,20.56,18.75,19.25,43.78672409,-70.13129425,13.885
2024-7-29,12:47:11,292.22,20.37,20.37,19.00,19.00,43.78733444,-70.13336944,13.844
2024-7-29,12:47:24,292.44,20.37,20.62,18.75,19.25,43.78794479,-70.13543701,13.849
2024-7-29,12:47:38,301.57,20.44,20.75,18.75,19.25,43.78872299,-70.13755035,13.494
2024-7-29,12:47:51,324.93,20.44,20.81,18.75,19.25,43.78980255,-70.13906860,13.098
2024-7-29,12:48:04,325.99,20.50,20.81,18.75,19.25,43.79101562,-70.14020538,12.563
2024-7-29,12:48:17,349.61,20.62,20.94,19.00,19.25,43.79224395,-70.14103698,11.421
2024-7-29,12:48:30,354.33,20.69,21.00,19.00,19.25,43.79358291,-70.14109802,11.611
2024-7-29,12:48:43,319.37,20.81,21.06,19.00,19.25,43.79481887,-70.14182281,11.657
2024-7-29,12:48:56,290.96,20.81,21.44,19.00,19.50,43.79559707,-70.14326477,10.772
2024-7-29,12:49:09,255.50,20.94,21.50,19.00,19.25,43.79568481,-70.14495086,10.371
2024-7-29,12:49:23,225.87,21.00,21.50,19.00,19.50,43.79486846,-70.14636230,11.035
2024-7-29,12:49:36,227.38,21.12,21.37,19.00,19.50,43.79395675,-70.14771270,11.637
2024-7-29,12:49:49,233.48,21.37,21.31,19.00,19.50,43.79307937,-70.14914703,11.380
2024-7-29,12:50:02,233.48,21.44,21.31,19.00,19.50,43.79251480,-70.15068054,11.380
2024-7-29,12:50:15,247.86,21.50,21.44,19.00,19.50,43.79215621,-70.15184783,7.279
2024-7-29,12:50:28,243.49,21.81,21.56,19.25,19.50,43.79186248,-70.15281677,7.290
2024-7-29,12:50:41,237.52,21.81,21.69,19.00,19.50,43.79143142,-70.15386962,7.603
2024-7-29,12:50:55,236.07,21.87,21.62,19.25,19.25,43.79090881,-70.15494537,7.079
2024-7-29,12:51:08,236.21,21.87,22.00,19.00,19.50,43.79051971,-70.15577697,5.860
2024-7-29,12:51:21,237.21,21.87,22.06,19.25,19.50,43.79015731,-70.15655517,5.664
2024-7-29,12:51:34,239.45,21.94,22.19,19.25,19.50,43.78990936,-70.15708923,3.961
2024-7-29,12:51:47,239.45,22.25,22.31,19.25,19.50,43.78970336,-70.15763092,3.961
2024-7-29,12:52:00,261.60,22.69,22.44,19.25,19.75,43.78956604,-70.15819549,3.642
2024-7-29,12:52:13,261.43,23.12,22.50,19.25,19.50,43.78946304,-70.15882873,3.730
2024-7-29,12:52:26,268.15,23.69,22.56,19.25,19.50,43.78942108,-70.15943908,3.853
2024-7-29,12:52:40,277.35,24.25,22.56,19.50,19.50,43.78945541,-70.16012573,4.049
2024-7-29,12:52:53,300.47,24.62,22.94,19.50,19.75,43.78960037,-70.16073608,3.951
2024-7-29,12:53:06,308.11,24.75,23.00,19.50,19.75,43.78988265,-70.16126251,4.049
2024-7-29,12:53:19,308.69,24.75,23.00,19.50,19.75,43.79018402,-70.16175842,4.002
2024-7-29,12:53:32,313.21,24.75,22.94,19.25,19.75,43.79049682,-70.16223144,3.930
2024-7-29,12:53:45,313.85,24.75,22.87,19.50,19.75,43.79080200,-70.16268920,3.791
2024-7-29,12:53:58,310.52,24.75,23.19,19.50,20.00,43.79110717,-70.16315460,4.074
2024-7-29,12:54:12,311.28,24.75,22.94,19.50,19.75,43.79144668,-70.16368865,4.090
2024-7-29,12:54:25,312.05,24.75,22.94,19.50,19.75,43.79176712,-70.16419219,4.152
2024-7-29,12:54:38,311.34,24.81,23.25,19.75,20.00,43.79209518,-70.16469573,4.218
2024-7-29,12:54:51,317.47,24.81,23.25,19.75,20.00,43.79240036,-70.16509246,2.891
2024-7-29,12:55:04,317.47,24.81,23.25,19.50,20.00,43.79260635,-70.16532135,2.891
2024-7-29,12:55:17,325.31,24.81,23.19,19.50,20.00,43.79279327,-70.16551971,1.898
2024-7-29,12:55:30,324.47,24.81,23.25,19.75,20.00,43.79298782,-70.16570281,2.011
2024-7-29,12:55:43,321.89,24.81,23.25,19.75,20.00,43.79317092,-70.16589355,1.955
2024-7-29,12:55:57,318.66,24.87,23.44,19.75,20.00,43.79335784,-70.16611480,2.032
2024-7-29,12:56:10,316.41,24.94,23.56,19.75,20.00,43.79353332,-70.16632843,1.981
2024-7-29,12:56:23,313.81,25.06,23.56,19.75,20.00,43.79369735,-70.16655731,2.001
2024-7-29,12:56:36,316.01,25.19,23.62,19.75,20.00,43.79386138,-70.16678619,1.981
2024-7-29,12:56:49,315.76,25.37,23.87,20.00,20.25,43.79402923,-70.16700744,1.965
2024-7-29,12:57:02,305.15,25.37,23.94,20.00,20.25,43.79417800,-70.16724395,1.975
2024-7-29,12:57:15,298.12,25.37,23.94,19.75,20.25,43.79430389,-70.16750335,1.903
2024-7-29,12:57:28,298.47,25.37,24.25,20.00,20.50,43.79441070,-70.16777801,1.857
2024-7-29,12:57:42,292.33,25.37,24.25,19.75,20.50,43.79450988,-70.16806793,1.862
2024-7-29,12:57:55,291.29,25.37,24.19,19.75,20.50,43.79458999,-70.16834259,1.857
2024-7-29,12:58:08,293.01,25.37,24.06,19.75,20.50,43.79467010,-70.16862487,1.867
2024-7-29,12:58:21,296.01,25.37,24.12,20.00,20.50,43.79476165,-70.16890716,1.857
2024-7-29,12:58:34,293.60,25.37,24.12,20.00,20.50,43.79484558,-70.16918182,1.842
2024-7-29,12:58:47,290.83,25.31,24.06,20.00,20.50,43.79492950,-70.16945648,1.837
2024-7-29,12:59:00,286.49,24.87,24.00,20.00,20.50,43.79499435,-70.16973876,1.873
2024-7-29,12:59:14,288.02,24.44,24.12,20.25,20.75,43.79506683,-70.17005157,1.883
2024-7-29,12:59:27,287.32,24.06,24.00,20.00,20.75,43.79513931,-70.17034149,1.909
2024-7-29,12:59:40,289.01,23.94,24.00,20.00,20.75,43.79521560,-70.17066192,2.228
2024-7-29,12:59:53,284.70,23.81,23.94,20.25,20.50,43.79529571,-70.17101287,2.310
2024-7-29,13:0:06,284.70,23.62,23.87,20.25,20.75,43.79536819,-70.17137145,2.310
2024-7-29,13:0:19,277.07,23.37,23.87,20.00,20.75,43.79542922,-70.17171478,1.939
2024-7-29,13:0:32,273.38,23.37,23.87,20.25,20.75,43.79544830,-70.17201995,1.873
2024-7-29,13:0:45,285.23,23.37,23.87,20.25,20.75,43.79548645,-70.17230987,1.826
2024-7-29,13:0:59,284.81,23.50,23.75,20.50,20.75,43.79554748,-70.17261505,1.862
2024-7-29,13:1:12,283.83,23.62,23.56,20.50,20.75,43.79560089,-70.17291259,1.893
2024-7-29,13:1:25,281.96,23.56,23.56,20.25,20.75,43.79564666,-70.17320251,1.795
2024-7-29,13:1:38,280.57,23.37,23.69,20.50,21.00,43.79568099,-70.17348480,1.847
2024-7-29,13:1:51,280.57,23.19,23.37,20.50,20.75,43.79572296,-70.17376708,1.847
2024-7-29,13:2:04,283.69,23.12,23.37,20.25,21.00,43.79576873,-70.17404174,1.780
2024-7-29,13:2:17,290.71,23.12,23.19,20.50,21.00,43.79582977,-70.17430877,1.744
2024-7-29,13:2:30,297.98,23.12,22.94,20.50,21.00,43.79591751,-70.17457580,1.765
2024-7-29,13:2:44,290.48,23.06,23.12,20.50,21.25,43.79602050,-70.17486572,1.811
2024-7-29,13:2:57,308.62,23.00,22.75,20.50,21.00,43.79612731,-70.17510986,1.790
2024-7-29,13:3:10,324.53,23.06,23.00,20.50,21.25,43.79627990,-70.17530059,1.703
2024-7-29,13:3:23,342.29,23.12,23.00,20.50,21.25,43.79645919,-70.17543029,1.693
2024-7-29,13:3:36,341.19,23.25,23.00,20.50,21.25,43.79664993,-70.17552185,1.718
2024-7-29,13:3:49,324.11,23.31,22.87,20.50,21.25,43.79680252,-70.17562103,1.255
2024-7-29,13:4:02,306.48,23.37,22.81,20.75,21.25,43.79691696,-70.17574310,1.219
2024-7-29,13:4:16,282.26,23.37,22.75,20.75,21.25,43.79695892,-70.17595672,1.343
2024-7-29,13:4:29,264.89,23.06,22.81,20.75,21.25,43.79695892,-70.17616271,1.235
2024-7-29,13:4:42,237.78,22.87,23.00,20.75,21.50,43.79692459,-70.17633819,1.163
2024-7-29,13:4:55,213.52,22.81,22.81,20.75,21.25,43.79689407,-70.17637634,0.000
2024-7-29,13:5:08,213.52,22.75,22.81,20.75,21.25,43.79689407,-70.17636871,0.000
2024-7-29,13:5:21,213.52,22.75,22.69,20.75,21.25,43.79689025,-70.17636871,0.000
2024-7-29,13:5:34,213.52,22.75,22.87,21.00,21.50,43.79689025,-70.17636871,0.000
2024-7-29,13:5:47,213.52,22.75,22.87,21.00,21.50,43.79688644,-70.17636108,0.000
2024-7-29,13:6:01,213.52,22.75,22.62,20.75,21.25,43.79688644,-70.17636871,0.000
2024-7-29,13:6:14,213.52,22.75,23.00,20.75,21.50,43.79688262,-70.17636108,0.000
2024-7-29,13:6:27,213.52,22.87,22.81,21.00,21.25,43.79688262,-70.17636108,0.000
2024-7-29,13:6:40,213.52,22.94,23.00,20.75,21.50,43.79687881,-70.17636108,0.000
2024-7-29,13:6:53,213.52,23.06,23.06,21.00,21.50,43.79687881,-70.17636108,0.000
2024-7-29,13:7:06,213.52,23.19,23.00,21.00,21.50,43.79687881,-70.17636108,0.000
2024-7-29,13:7:19,213.52,23.31,22.81,21.00,21.25,43.79687881,-70.17636108,0.000
2024-7-29,13:7:32,193.47,23.37,23.06,21.00,21.50,43.79686737,-70.17636108,0.000
2024-7-29,13:7:46,193.47,23.62,23.19,21.25,21.50,43.79686355,-70.17636108,0.000
2024-7-29,13:7:59,193.47,23.62,23.19,21.00,21.50,43.79686355,-70.17636871,0.000
2024-7-29,13:8:12,193.47,23.56,23.12,21.00,21.50,43.79685974,-70.17636871,0.000
2024-7-29,13:8:25,193.47,23.56,23.31,21.00,21.75,43.79686355,-70.17637634,0.000
2024-7-29,13:8:38,218.30,23.56,23.37,21.00,21.75,43.79684829,-70.17639160,0.000
2024-7-29,13:8:51,218.30,23.50,23.25,21.00,21.50,43.79684448,-70.17639923,0.000
2024-7-29,13:9:04,218.30,23.44,23.25,21.25,21.50,43.79684448,-70.17639923,0.000
2024-7-29,13:9:18,218.30,23.44,23.50,21.00,21.75,43.79684066,-70.17639160,0.000
2024-7-29,13:9:31,258.25,23.44,23.44,21.25,21.75,43.79678344,-70.17646026,1.358
2024-7-29,13:9:44,256.65,23.37,23.37,21.25,21.75,43.79677963,-70.17664337,0.916
2024-7-29,13:9:57,193.23,23.37,23.19,21.25,21.75,43.79668045,-70.17677307,1.420
2024-7-29,13:10:10,193.23,23.31,23.06,21.25,21.75,43.79655838,-70.17678070,1.420
2024-7-29,13:10:23,161.74,23.31,23.25,21.25,21.75,43.79655075,-70.17678833,0.000
2024-7-29,13:10:36,161.74,23.31,23.69,21.25,21.75,43.79654312,-70.17678070,0.000
2024-7-29,13:10:49,161.74,23.31,23.75,21.25,22.00,43.79653930,-70.17677307,0.000
2024-7-29,13:11:03,161.74,23.31,23.81,21.25,22.00,43.79653549,-70.17677307,0.000
2024-7-29,13:11:16,161.74,23.25,23.94,21.50,22.00,43.79653549,-70.17677307,0.000
2024-7-29,13:11:29,161.74,23.25,24.12,21.50,22.00,43.79653549,-70.17677307,0.000
2024-7-29,13:11:42,161.74,23.12,23.81,21.25,21.75,43.79653549,-70.17677307,0.000
2024-7-29,13:11:55,161.74,23.06,23.94,21.50,22.00,43.79653549,-70.17677307,0.000
2024-7-29,13:12:08,161.74,23.00,23.81,21.25,22.00,43.79653167,-70.17677307,0.000
2024-7-29,13:12:21,161.74,22.87,23.62,21.50,22.00,43.79653167,-70.17677307,0.000
2024-7-29,13:12:35,161.74,22.81,23.44,21.50,22.00,43.79653167,-70.17677307,0.000
2024-7-29,13:12:48,161.74,22.75,23.37,21.50,22.00,43.79652786,-70.17677307,0.000
2024-7-29,13:13:01,161.74,22.75,23.37,21.50,22.00,43.79652786,-70.17677307,0.000
2024-7-29,13:13:14,161.74,22.87,23.75,21.50,22.25,43.79652786,-70.17678070,0.000
2024-7-29,13:13:27,161.74,23.00,23.50,21.50,22.00,43.79652786,-70.17678070,0.000
2024-7-29,13:13:40,161.74,23.00,23.50,21.50,22.00,43.79652404,-70.17679595,0.000
2024-7-29,13:13:53,221.64,23.12,23.94,21.50,22.25,43.79649353,-70.17682647,2.176
2024-7-29,13:14:06,215.08,23.12,24.56,21.50,22.25,43.79630279,-70.17697906,0.000